Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Early-demographic dividend,EAR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.88544669104569,..,..,..,..,..,..,..,..,..,0.740264936202508,..,..,..,..,..,..,..,..,..,..,0.895960488092896,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,East Asia & Pacific,EAS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.93782487782291,..,..,..,..,..,..,..,..,..,1.07552608886777,..,..,..,..,..,..,..,..,..,..,1.62606737268297,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,East Asia & Pacific (excluding high income),EAP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.862720744975238,..,..,..,..,..,..,..,..,..,0.984656425813464,..,..,..,..,..,..,..,..,..,..,1.54280515951144,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.862720744975238,..,..,..,..,..,..,..,..,..,0.984662965016839,..,..,..,..,..,..,..,..,..,..,1.54280068075004,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Ecuador,ECU,0.395584583282471,..,..,..,..,0.334564536809921,..,..,..,..,0.348399996757507,..,..,..,..,0.351200014352798,..,0.637000024318695,..,..,..,..,..,..,1.24430000782013,..,..,..,..,..,0.953,1.163,1.198,1.109,1.276,1.251,1.325,1.342,1.332,1.397,1.476,1.58,1.607,1.54,..,..,..,..,..,1.687,1.687,1.724,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,"Egypt, Arab Rep.",EGY,0.391327828168869,..,..,..,..,0.434788525104523,..,..,..,..,0.52700001001358,..,..,..,..,0.535899996757507,..,..,..,..,1.0654000043869,1.36380004882813,1.36539995670319,..,..,..,1.30359995365143,..,..,..,0.7595000267,..,..,..,1.8400000334,..,2.02,1.6,..,..,2.118,..,..,0.535,..,2.43,..,2.63,..,2.83,2.83,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,El Salvador,SLV,0.187354534864426,..,..,..,..,..,..,..,..,..,0.2432000041008,..,..,..,..,0.241999998688698,..,..,..,..,0.325599998235703,0.386500000953674,..,..,0.351700007915497,..,..,..,0.647300004959106,..,0.8399999738,..,..,0.6600999832,..,0.91,..,1.071,..,1.191,1.211,..,1.237,..,..,1.505,1.5,..,1.596,..,1.596,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Equatorial Guinea,GNQ,0.16666667163372,..,..,..,..,..,..,..,..,..,0.0859000012278557,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.2813000083,..,..,..,..,0.208,0.246,..,..,..,..,..,..,..,0.302,..,..,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0188999996,..,..,0.03,..,..,..,..,..,..,..,0.05,..,..,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Estonia,EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.93799996376038,..,..,..,..,3.35019993782043,3.40799999237061,3.48399996757507,3.48539996147156,3.49009990692139,3.5037999153,3.5355000496,3.263999939,3.2072000504,3.2000000477,3.191,3.148,3.114,3.11,3.206,4.475,3.16,..,..,..,..,3.33,..,3.409,..,3.343,3.261,3.242,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Ethiopia,ETH,0.00878310110419989,..,..,..,..,0.0142469201236963,..,..,..,..,0.0115999998524785,..,..,..,..,0.0115999998524785,..,..,..,..,0.0113000003620982,0.0113000003620982,..,..,0.012699999846518,..,..,..,0.030799999833107,..,..,..,..,..,0.0285,..,0.025,0.023,0.021,0.02,0.021,0.028,0.029,0.027,0.028,0.032,0.027,0.022,0.025,0.025,0.022,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Euro area,EMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.03462267541172,..,..,..,..,..,..,..,..,..,3.61691473220404,..,..,..,..,..,..,..,..,..,..,3.90591515733364,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Europe & Central Asia,ECS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.01076689937928,..,..,..,..,..,..,..,..,..,3.20753875619117,..,..,..,..,..,..,..,..,..,..,3.43575264303267,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Europe & Central Asia (excluding high income),ECA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.32908104900438,..,..,..,..,..,..,..,..,..,3.16523758831555,..,..,..,..,..,..,..,..,..,..,3.22759224743816,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.20305326308818,..,..,..,..,..,..,..,..,..,3.07031462015101,..,..,..,..,..,..,..,..,..,..,3.13853242479474,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,European Union,EUU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.6606062108404,..,..,..,..,..,..,..,..,..,3.18133272665446,..,..,..,..,..,..,..,..,..,..,3.54887461771867,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Fiji,FJI,0.494923859834671,..,..,..,..,..,..,..,..,..,0.471199989318848,..,..,..,..,0.475699990987778,..,..,..,..,0.447899997234344,..,0.493900001049042,..,..,..,..,..,..,0.35809999704361,..,..,0.472299993,..,0.3763000071,..,..,0.476,0.357,0.337,..,..,..,0.453,..,..,..,..,0.389,0.426,0.426,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Finland,FIN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2,2,2.1,2.1,2.2,2.2,2.3,2.4,2.4,2.5,2.6,2.6,3.165,2.6,..,..,3.3,3.319,2.735,2.905,2.905,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Fragile and conflict affected situations,FCS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.200523470091583,..,..,..,..,..,..,..,..,..,0.343849464385386,..,..,..,..,..,..,..,..,..,..,0.441452542962499,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,France,FRA,..,..,..,..,..,..,..,..,..,..,1.2,1.3,1.3,1.4,1.4,1.5,1.5,1.6,1.7,1.8,1.9,2,2.1,2.1,2.5,2.7,2.8,2.8,2.9,3,3.1,3.077,3.1,3.2,3.2,3.2,3.229,3.3,3.3,3.3,3.3,3.3,3.3,3.4,3.367,..,3.41,3.736,3.497,..,3.447,3.381,3.18,3.19,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.25150001049042,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.697,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Gabon,GAB,0.117283947765827,..,..,..,..,..,..,..,..,..,0.190500006079674,..,..,..,..,..,..,..,..,..,..,0.457199990749359,..,0.433400005102158,..,0.518100023269653,..,..,0.245700001716614,0.494199991226196,..,0.192,..,0.215,0.257,0.289,..,..,..,..,..,..,..,..,0.292,..,..,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,"Gambia, The",GMB,0.0426136367022991,..,..,..,..,..,..,..,..,..,0.0408999994397163,..,..,..,..,0.0401000007987022,..,..,..,..,..,..,..,..,..,0.0811000019311905,..,..,..,..,..,..,..,0.0163000003,..,..,..,0.035,..,..,..,..,..,0.109,0.114,0.109,0.112,0.1,0.107,..,0.038,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Georgia,GEO,..,..,..,..,..,..,..,..,..,..,3.20000004768372,3.29999995231628,3.3199999332428,3.40000009536743,3.47510004043579,3.63000011444092,3.72000002861023,3.80999994277954,3.95000004768372,4,4.12319993972778,4.2121000289917,4.31869983673096,4.33300018310547,4.47130012512207,4.61100006103516,4.69869995117188,4.80800008773804,4.86840009689331,4.97060012817383,4.9256000519,4.897600174,4.7255001068,5.00330019,4.898900032,4.792,4.457,5.192,5.042,3.768,4.731,4.295,3.907,4.089,..,..,4.65,4.538,4.644,4.762,4.762,4.243,4.236,4.272,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Germany,DEU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.8,2.8,2.9,3,3.1,3.1,3.1,3.2,3.2,3.3,3.3,3.3,3.369,..,..,3.44,3.483,3.531,..,3.689,3.806,3.889,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Ghana,GHA,0.0465013273060322,..,..,..,..,0.0728062316775322,..,..,..,..,0.0775000005960464,..,..,..,..,0.0775000005960464,..,..,..,..,..,..,..,..,0.0671999976038933,..,..,0.048700001090765,..,0.0430000014603138,..,..,..,..,..,..,0.062,..,..,..,..,..,0.09,..,0.152,..,..,0.072,0.11,0.085,0.096,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Greece,GRC,1.3,1.2,1.3,1.3,1.4,1.4,1.4,1.5,1.5,1.6,1.6,1.7,1.7,1.9,2,2,2.1,2.2,2.3,2.3,2.4,2.5,2.6,2.8,2.9,2.9,3.1,3.3,3.2,3.3,3.4,3.6,3.7,3.8,3.8,3.9,3.9,4,4.1,4.2,4.3,4.38,..,..,..,5,5.35,..,6.043,..,6.167,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Greenland,GRL,1.16923081874847,..,..,..,..,..,..,..,..,..,0.905200004577637,..,..,..,..,..,..,..,..,..,1.13549995422363,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Grenada,GRD,0.222222223877907,..,..,..,..,..,..,..,..,..,0.345899999141693,..,..,..,..,..,..,..,..,..,..,..,..,..,0.490299999713898,..,..,..,0.55349999666214,..,0.5,..,..,0.5777999759,..,0.65,..,0.5,0.9756,0.728,0.716,0.716,0.716,0.725,..,..,0.663,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.18690001964569,..,..,..,..,..,..,..,..,..,..,..,..,1.084,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Guatemala,GTM,0.184203892946243,..,..,..,..,0.271134465932846,..,..,..,..,0.273699998855591,..,..,..,..,..,..,..,..,..,..,..,..,..,0.469700008630753,..,..,..,0.260300010442734,..,0.7799999714,..,..,0.2500999868,..,1.1,..,0.933,..,0.896,..,..,..,..,..,..,..,..,..,0.932,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Guinea,GIN,0.0363520421087742,..,..,..,..,0.0217889901250601,..,..,..,..,0.0197000000625849,..,..,..,..,..,..,..,..,..,..,0.0219999998807907,0.0215000007301569,..,..,0.0256999991834164,..,..,..,..,0.1342999935,..,..,..,0.1521999985,0.13,..,..,..,..,0.094,..,..,..,0.115,0.1,..,..,..,..,0.1,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Guinea-Bissau,GNB,0.0448833033442497,..,..,..,..,..,..,..,..,..,0.0515000000596046,..,..,..,..,..,..,..,..,..,0.141499996185303,..,..,..,..,0.144400000572205,..,..,..,..,..,..,..,..,0.1765999943,..,0.166,..,..,..,..,..,..,..,0.122,..,..,..,0.045,0.07,0.045,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Guyana,GUY,0.254833042621613,..,..,..,..,..,..,..,..,..,0.235499992966652,..,..,..,..,0.249300003051758,..,..,..,..,..,..,..,..,0.165000006556511,0.168400004506111,..,..,..,..,0.1700000018,..,..,0.1118000001,..,0.33,..,0.181,..,..,0.482,..,..,..,..,..,..,..,..,0.214,0.214,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Haiti,HTI,0.105152472853661,..,..,..,..,0.0697562173008919,..,..,..,..,0.0798999965190887,..,..,..,..,0.0807000026106834,..,..,..,..,..,0.110100001096725,..,..,0.140799999237061,0.136999994516373,..,..,0.142700001597404,..,0.0799999982,..,0.0839999989,0.0921000019,..,0.16,..,..,0.25,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Heavily indebted poor countries (HIPC),HPC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0871463710374995,..,..,..,..,..,..,..,..,..,0.112186470817776,..,..,..,..,..,..,..,..,..,..,0.107406757082933,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,High income,HIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.11546992448341,..,..,..,..,..,..,..,..,..,2.66093246163596,..,..,..,..,..,..,..,..,..,..,2.92337702784747,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Honduras,HND,0.081309400498867,..,..,..,..,0.190200448036194,..,..,..,..,0.268500000238419,..,..,..,..,0.268999993801117,..,..,..,0.330700010061264,..,0.332399994134903,..,..,0.690599977970123,..,..,..,0.829100012779236,..,0.6999999881,0.4106999934,..,..,..,0.65,..,0.832,..,..,0.569,..,..,..,..,0.372,..,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,"Hong Kong SAR, China",HKG,0.326697140932083,..,..,..,..,0.3962621986866,..,..,..,..,0.662599980831146,..,..,..,..,0.67220002412796,..,..,..,..,0.825999975204468,..,..,..,..,..,0.931800007820129,..,..,..,..,..,..,1.203799963,1.2707999945,1.319,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Hungary,HUN,1.5,1.6,1.7,1.7,1.8,1.9,1.9,2,1.9,2,2,2.1,2.1,2.2,2.2,2.2,2.3,2.3,2.4,2.5,2.3,2.3,2.4,2.4,2.5,2.5,2.6,2.7,2.7,2.7,3.173,3.277,3.354,3.318,3.379,3.391,3.441,3.499,3.579,3.618,..,..,3.758,3.872,3.955,3.225,3.502,3.206,3.602,3.523,3.408,2.96,3.08,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Iceland,ISL,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.3,1.3,1.4,1.5,1.6,1.6,1.7,1.8,1.9,1.9,2,2,2.1,2.2,2.3,2.3,2.4,2.6,2.6,2.7,2.7,2.8,2.8,2.8,3,3,3,3,3.1,3.3,3.3,3.4,3.433,3.474,3.585,3.61,3.616,3.627,3.68,3.757,3.834,3.826,3.733,3.456,3.476,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,India,IND,0.210477665066719,..,..,..,..,0.204917058348656,..,..,..,..,0.204500004649162,..,..,..,..,0.204099997878075,..,..,..,..,0.371199995279312,0.270000010728836,..,..,0.396499991416931,..,..,..,0.406599998474121,..,..,1.26,0.4799999893,0.4066999853,..,..,..,..,0.513,..,0.546,0.558,0.578,0.587,0.597,0.599,0.609,0.623,0.64,0.649,0.69,0.743,0.702,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Indonesia,IDN,0.0206178985536098,..,..,..,..,0.0315454415977001,..,..,..,..,0.0373000018298626,..,..,..,..,0.0370999984443188,..,..,..,0.0854000002145767,..,0.0803000032901764,..,0.106299996376038,..,..,..,..,..,0.142299994826317,0.1441999972,0.1476999968,0.1501999944,0.058,0.1599999964,..,..,..,..,..,0.162,..,..,0.134,..,..,0.13,0.288,..,0.148,0.143,..,0.204,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,"Iran, Islamic Rep.",IRN,0.244223803281784,..,..,..,..,0.256923884153366,..,..,..,..,0.30579999089241,..,..,..,..,..,..,..,..,..,..,0.338299989700317,..,..,..,..,0.346500009298325,0.375999987125397,0.31810000538826,..,..,..,..,0.3183000088,..,..,0.85,..,1.049,..,..,..,..,..,0.871,0.89,..,..,..,..,0.89,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Iraq,IRQ,0.195414051413536,..,..,..,..,0.199974924325943,..,..,..,..,0.308899998664856,..,..,..,..,..,..,..,..,..,0.563000023365021,0.568000018596649,..,..,..,..,0.596099972724915,0.576399981975555,..,..,0.6029000282,..,..,0.6028000116,..,..,..,..,0.55,..,..,0.543,..,..,0.658,0.66,..,0.528,..,..,0.607,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Ireland,IRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2,2,2,2.1,2.1,2.1,2.2,2.3,2.2,2.4,2.4,2.6,2.786,..,2.94,3.08,3.187,..,3.173,..,2.719,2.67,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Isle of Man,IMY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Israel,ISR,2.47161769866943,..,..,..,..,2.50019502639771,..,..,..,..,2.88120007514954,2.97440004348755,3.15590000152588,3.30419993400574,..,..,..,..,..,2.6939001083374,3.09409999847412,3.16659998893738,3.21350002288818,3.32299995422363,3.35339999198914,3.21460008621216,3.20040011405945,3.20740008354187,3.21029996871948,3.19549989700317,3.2070000172,3.3029000759,3.6565001011,3.6960000992,3.7309000492,4.842,3.766,3.793,3.775,3.915,3.766,3.91,..,3.82,..,..,3.67,3.633,..,..,3.65,3.346,3.344,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Italy,ITA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.8,3.7,3.9,4.1,4,4.1,4.2,4.2,4.4,4.4,4.1,4.203,..,3.7,..,4.242,3.802,3.486,4.092,3.764,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Jamaica,JAM,0.386126458644867,..,..,..,..,0.501704573631287,..,..,..,..,0.379900008440018,..,..,..,..,..,..,..,..,0.360700011253357,..,0.358900010585785,..,..,0.489100009202957,..,..,..,..,..,0.5699999928,..,..,0.4720000029,..,0.57,1.401,1.401,..,..,..,..,..,0.85,..,..,..,..,0.411,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Japan,JPN,1,1,1,1,1,1,1,1,1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.2,1.2,1.2,1.3,1.3,1.4,..,1.4,1.5,1.5,..,1.6,..,1.714,..,1.766,..,1.842,..,1.915,..,1.966,..,2.014,..,2.061,..,2.116,..,2.168,..,2.233,..,2.297,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Jordan,JOR,0.345971554517746,..,..,..,..,0.369680851697922,..,..,..,..,0.403800010681152,..,..,..,..,0.377900004386902,..,..,..,..,0.786300003528595,1.11409997940063,1.12810003757477,..,1.15939998626709,..,..,..,..,..,..,1.3478000164,..,..,1.6254999638,..,..,1.66,1.031,1.981,1.902,2.05,2.198,2.261,2.03,2.264,2.352,2.561,2.393,2.361,2.558,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Kazakhstan,KAZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.03570008277893,3.15409994125366,3.25329995155334,3.39590001106262,3.53130006790161,3.62910008430481,3.72429990768433,3.791100025177,3.87150001525879,3.96239995956421,3.9758999348,3.8389000893,3.9075000286,3.7658998966,3.6036999226,3.635,3.639,3.301,3.528,3.201,3.292,3.302,3.612,3.539,3.6,3.7,3.88,3.877,3.7,3.687,3.863,3.624,3.583,3.617,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Kenya,KEN,0.0919347107410431,..,..,..,..,0.0752897709608078,..,..,..,..,0.125,..,..,..,..,0.126599997282028,..,..,..,..,..,0.0989999994635582,0.120200000703335,..,..,0.154499992728233,..,..,..,..,0.0450999998,..,..,0.1377999932,..,0.132,..,..,..,..,..,..,0.143,..,0.139,..,..,..,0.179,0.182,0.183,0.181,0.189,0.198,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Kiribati,KIR,0.540540516376495,..,..,..,..,..,..,..,..,..,0.613499999046326,..,..,..,..,..,..,..,..,..,0.51639997959137,..,..,..,..,..,0.4966000020504,..,..,..,0.1934999973,0.1761000007,0.185800001,0.1300999969,..,..,..,..,0.296,..,..,..,..,..,0.23,..,0.297,..,0.238,0.327,0.376,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,"Korea, Dem. People’s Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.54909992218018,2.51110005378723,..,..,..,..,..,..,..,..,..,..,..,2.97,..,..,..,..,..,..,..,3.291,..,..,..,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,"Korea, Rep.",KOR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.5,0.5,0.5,0.6,0.6,0.6,0.7,0.7,0.8,0.8,0.9,1,1,1.1,1.1,1.2,1.2,1.3,1.3,1.3,1.4,1.5,1.573,1.71,1.785,1.838,1.9,1.969,2.032,2.024,2.095,2.143,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Kosovo,KSV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Kuwait,KWT,0.870503604412079,..,..,..,..,1.26326966285706,..,..,..,..,0.954299986362457,..,..,..,..,..,..,..,..,..,1.6981999874115,1.41170001029968,1.62039995193481,..,..,..,1.56560003757477,..,..,..,0.1831,..,..,..,..,1.783,..,1.89,..,..,..,1.525,..,1.9,1.5,1.8,1.248,1.659,1.716,1.793,2.5,2.6,2.7,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Kyrgyz Republic,KGZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.60190010070801,3.08839988708496,2.76939988136292,3.06080007553101,2.9284999370575,3.03859996795654,3.14709997177124,3.24959993362427,3.32349991798401,3.36870002746582,3.3740999699,3.4124000072,3.3494999409,3.1184000969,3.0964000225,3.208,3.293,3.058,3.01,2.875,2.823,2.679,2.6,2.6,2.5,..,2.39,2.301,2.398,2.385,2.398,2.469,1.964,1.969,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Lao PDR,LAO,0.0202112998813391,..,..,..,..,0.0411184206604958,..,..,..,..,0.0659999996423721,..,..,..,..,..,0.0509000010788441,..,..,..,..,..,..,..,..,0.728799998760223,..,..,..,..,0.2343000025,..,..,..,..,0.353,0.586,..,..,..,0.287,..,..,..,0.346,0.272,..,..,..,0.187,0.272,..,0.182,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Late-demographic dividend,LTE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.37770957979163,..,..,..,..,..,..,..,..,..,1.46585279983707,..,..,..,..,..,..,..,..,..,..,2.0055218171994,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Latin America & Caribbean,LCN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.22956778611026,..,..,..,..,..,..,..,..,..,1.62569475289995,..,..,..,..,..,..,..,..,..,..,1.98584785833118,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Latin America & Caribbean (excluding high income),LAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.2170872107595,..,..,..,..,..,..,..,..,..,1.63626238178755,..,..,..,..,..,..,..,..,..,..,2.00734804271065,..,..,..,..
